0;16777216;9.189481
1;16777216;9.163121
2;16777216;9.165766
3;16777216;9.192349
4;16777216;9.189502
6;16777216;9.189831
7;16777216;9.192327
8;16777216;9.189493
9;16777216;9.086065
10;16777216;9.189482
11;16777216;9.185610
12;16777216;9.158490
14;16777216;9.188726
16;16777216;9.189484
17;16777216;9.162627
18;16777216;9.190738
19;16777216;9.192346
20;16777216;9.189494
23;16777216;9.192327
24;16777216;9.189285
26;16777216;9.189483
27;16777216;9.191547
28;16777216;9.158486
31;16777216;9.177902
15;16777216;9.177447
22;16777216;9.189828
25;16777216;9.166560
30;16777216;9.188863
5;16777216;9.139999
13;16777216;9.177137
21;16777216;9.178563
29;16777216;9.178595
