1;512;0.604670
15;512;0.604670
0;512;0.610003
2;512;0.612782
3;512;0.600244
5;512;0.601877
7;512;0.604666
8;512;0.612634
9;512;0.604671
10;512;0.604264
16;512;0.612636
18;512;0.604264
19;512;0.612624
21;512;0.601873
23;512;0.612041
24;512;0.612638
25;512;0.600476
26;512;0.604264
31;512;0.604667
17;512;0.604671
11;512;0.612642
4;512;0.612334
12;512;0.610783
27;512;0.612642
28;512;0.610792
30;512;0.596077
6;512;0.596065
13;512;0.601881
14;512;0.596067
22;512;0.596072
29;512;0.601878
20;512;0.610777
