0;4194304;3.378904
3;4194304;3.541926
4;4194304;3.397486
5;4194304;3.542631
7;4194304;3.527127
8;4194304;3.359257
9;4194304;3.547521
11;4194304;3.549775
12;4194304;3.397482
13;4194304;3.541103
19;4194304;3.541922
21;4194304;3.542506
27;4194304;3.542417
28;4194304;3.397480
29;4194304;3.541117
31;4194304;3.539493
15;4194304;3.530608
16;4194304;3.387014
20;4194304;3.397476
25;4194304;3.549960
2;4194304;3.405284
6;4194304;3.405285
10;4194304;3.405284
14;4194304;3.405268
18;4194304;3.408768
23;4194304;3.500134
26;4194304;3.405279
30;4194304;3.405276
22;4194304;3.405290
24;4194304;3.359250
17;4194304;3.552495
1;4194304;3.552501
