1;2097152;3.306547
5;2097152;3.295652
13;2097152;3.300211
17;2097152;3.274054
21;2097152;3.295208
31;2097152;3.311557
23;2097152;3.299958
9;2097152;3.304360
0;2097152;3.171653
2;2097152;3.289520
19;2097152;3.308875
25;2097152;3.297444
16;2097152;3.246017
4;2097152;3.278901
8;2097152;3.269993
11;2097152;3.308883
10;2097152;3.285042
12;2097152;3.273904
15;2097152;3.317330
18;2097152;3.285032
20;2097152;3.275047
24;2097152;3.258392
27;2097152;3.301198
29;2097152;3.297256
6;2097152;3.255514
7;2097152;3.307034
14;2097152;3.200449
22;2097152;3.188896
30;2097152;3.159987
28;2097152;3.256918
26;2097152;3.285038
3;2097152;3.308898
