0;32768;1.022658
2;32768;1.024107
3;32768;1.016687
6;32768;1.032197
8;32768;1.025985
10;32768;1.024107
14;32768;1.018770
16;32768;1.022813
18;32768;1.024112
19;32768;1.016689
22;32768;1.032199
24;32768;1.024677
26;32768;1.024093
30;32768;1.018768
31;32768;1.027480
1;32768;1.016861
5;32768;1.030135
17;32768;1.020970
21;32768;1.022012
29;32768;1.018289
4;32768;1.011347
7;32768;1.019993
11;32768;1.016696
13;32768;1.018279
15;32768;1.016687
20;32768;1.011333
23;32768;1.016723
27;32768;1.008227
9;32768;1.020968
12;32768;1.011353
25;32768;1.020970
28;32768;1.011342
