3;128;0.937764
7;128;0.937768
15;128;0.938436
23;128;0.937771
31;128;0.937771
0;128;0.953872
4;128;0.953883
8;128;0.963309
12;128;0.949990
16;128;0.962633
20;128;0.953879
28;128;0.959248
11;128;0.937773
2;128;0.957255
6;128;0.953881
10;128;0.959999
18;128;0.958149
19;128;0.930003
22;128;0.953883
24;128;0.969869
27;128;0.940017
1;128;0.940463
5;128;0.950030
9;128;0.922189
17;128;0.940465
25;128;0.932187
21;128;0.944833
26;128;0.971912
14;128;0.946166
30;128;0.953874
13;128;0.937763
29;128;0.937761
