0;33554432;17.490847
7;33554432;17.519989
8;33554432;17.491341
15;33554432;17.512531
23;33554432;17.519994
24;33554432;17.490194
31;33554432;17.512844
2;33554432;17.499906
4;33554432;17.505824
6;33554432;17.489281
10;33554432;17.500456
12;33554432;17.480004
22;33554432;17.488825
1;33554432;17.519988
14;33554432;17.481194
16;33554432;17.493683
17;33554432;17.513737
18;33554432;17.508415
20;33554432;17.505822
28;33554432;17.498249
5;33554432;17.528037
9;33554432;17.504252
25;33554432;17.520001
26;33554432;17.508210
13;33554432;17.519610
29;33554432;17.519729
30;33554432;17.481194
3;33554432;17.480850
11;33554432;17.464886
19;33554432;17.480850
27;33554432;16.995025
21;33554432;17.519996
