0;2048;1.130212
2;2048;1.130633
4;2048;1.140522
6;2048;1.129486
8;2048;1.130212
10;2048;1.119173
12;2048;1.127213
14;2048;1.129027
16;2048;1.122193
18;2048;1.119166
20;2048;1.126978
22;2048;1.121589
28;2048;1.127206
30;2048;1.118659
26;2048;1.119167
5;2048;1.130019
7;2048;1.127193
15;2048;1.119306
21;2048;1.130027
23;2048;1.127181
31;2048;1.127174
13;2048;1.130603
1;2048;1.148107
3;2048;1.128180
9;2048;1.145752
17;2048;1.137654
19;2048;1.128180
24;2048;1.130209
25;2048;1.137668
29;2048;1.119269
11;2048;1.138087
27;2048;1.117969
