0;8192;0.726682
1;8192;0.718628
2;8192;0.716119
4;8192;0.716242
7;8192;0.711164
10;8192;0.722054
12;8192;0.726235
13;8192;0.708760
18;8192;0.722053
19;8192;0.718124
20;8192;0.726257
23;8192;0.711161
26;8192;0.722052
30;8192;0.722017
31;8192;0.711174
3;8192;0.718122
5;8192;0.718626
6;8192;0.722043
9;8192;0.718610
14;8192;0.722011
16;8192;0.726686
22;8192;0.722032
25;8192;0.718616
28;8192;0.726247
29;8192;0.708772
8;8192;0.735250
11;8192;0.712159
17;8192;0.718629
21;8192;0.718629
27;8192;0.718110
15;8192;0.711174
24;8192;0.726684
