0;4096;1.240012
1;4096;1.238549
3;4096;1.240526
4;4096;1.240167
6;4096;1.238036
9;4096;1.248080
14;4096;1.252182
16;4096;1.241066
18;4096;1.240450
19;4096;1.231316
25;4096;1.250916
30;4096;1.249667
31;4096;1.237413
5;4096;1.240010
7;4096;1.239991
8;4096;1.259053
21;4096;1.241415
24;4096;1.259049
20;4096;1.240167
22;4096;1.238034
2;4096;1.238755
10;4096;1.238759
12;4096;1.248665
13;4096;1.241414
17;4096;1.238552
26;4096;1.240437
29;4096;1.241412
27;4096;1.239848
11;4096;1.239849
23;4096;1.239999
28;4096;1.248655
15;4096;1.237424
