0;131072;1.040537
1;131072;1.028490
2;131072;1.057036
3;131072;1.020623
4;131072;1.040554
5;131072;1.024718
6;131072;1.057110
8;131072;1.031334
10;131072;1.057039
12;131072;1.037757
13;131072;1.021565
15;131072;1.019518
16;131072;1.068003
21;131072;1.030591
22;131072;1.057030
24;131072;1.040540
26;131072;1.057027
28;131072;1.037772
29;131072;1.021570
31;131072;1.019526
7;131072;1.019530
11;131072;1.022523
27;131072;1.022525
9;131072;1.022993
14;131072;1.062750
19;131072;1.022534
23;131072;1.019531
30;131072;1.057031
17;131072;1.028493
25;131072;1.023012
20;131072;1.045922
18;131072;1.057049
