0;262144;1.167411
6;262144;1.175197
30;262144;1.159995
1;262144;1.175355
3;262144;1.130781
5;262144;1.155972
8;262144;1.166643
10;262144;1.184217
11;262144;1.110079
13;262144;1.151523
14;262144;1.159998
15;262144;1.167340
16;262144;1.167414
17;262144;1.167344
18;262144;1.170061
19;262144;1.130781
21;262144;1.152249
24;262144;1.166633
26;262144;1.170058
27;262144;1.130609
29;262144;1.151522
31;262144;1.167340
2;262144;1.170066
4;262144;1.159233
12;262144;1.159208
20;262144;1.159223
22;262144;1.175192
28;262144;1.159215
7;262144;1.167343
9;262144;1.165757
23;262144;1.141573
25;262144;1.165749
