1;16384;0.819934
3;16384;0.830249
5;16384;0.801224
9;16384;0.811882
13;16384;0.827433
15;16384;0.827744
17;16384;0.829828
19;16384;0.837834
23;16384;0.819798
25;16384;0.811880
31;16384;0.819222
21;16384;0.817659
29;16384;0.817668
7;16384;0.819800
11;16384;0.810228
27;16384;0.810227
0;16384;0.819686
2;16384;0.813477
6;16384;0.803472
8;16384;0.820001
10;16384;0.803483
14;16384;0.803483
16;16384;0.811567
18;16384;0.803476
22;16384;0.803193
24;16384;0.819992
26;16384;0.803481
30;16384;0.794394
4;16384;0.820001
12;16384;0.814355
20;16384;0.829838
28;16384;0.814363
