0;67108864;15.053008
2;67108864;15.052253
4;67108864;15.058548
7;67108864;15.258074
8;67108864;15.233786
10;67108864;15.058532
12;67108864;15.051769
15;67108864;15.051171
16;67108864;15.053006
18;67108864;15.052249
20;67108864;15.058543
23;67108864;15.139158
24;67108864;15.244888
26;67108864;15.058534
28;67108864;15.051777
31;67108864;15.058541
3;67108864;15.058513
11;67108864;15.058543
27;67108864;15.062521
19;67108864;15.058577
1;67108864;15.059854
5;67108864;14.993858
9;67108864;15.154789
13;67108864;15.058533
25;67108864;15.120079
29;67108864;15.058549
14;67108864;15.052831
22;67108864;15.058541
30;67108864;15.052842
6;67108864;15.058531
21;67108864;15.062553
17;67108864;15.058520
