7;524288;2.082362
15;524288;2.082310
23;524288;2.080829
31;524288;2.090766
1;524288;2.079937
2;524288;2.046515
4;524288;2.150800
9;524288;2.080311
12;524288;2.148924
18;524288;2.046517
25;524288;2.078108
28;524288;2.139981
10;524288;2.045701
3;524288;2.089997
8;524288;2.150942
19;524288;2.083807
20;524288;2.148927
24;524288;2.150928
26;524288;2.046518
16;524288;2.150313
27;524288;2.088615
0;524288;2.150306
11;524288;2.088613
13;524288;2.079090
14;524288;2.029202
29;524288;2.079091
22;524288;2.053347
6;524288;2.053341
30;524288;2.053341
17;524288;2.078123
21;524288;2.072175
5;524288;1.772109
