32;1.3e-05;2.6e-05;7.7e-05;0.000253;0.560339;1.379777
64;2.5e-05;5.4e-05;7.9e-05;0.000208;0.482357;1.340008
128;7.8e-05;8.7e-05;0.000116;0.000235;0.828991;0.859171
256;0.000103;0.000118;0.000148;0.014512;0.049074;1.162348
512;0.000215;0.000267;0.000227;0.000319;0.848433;1.290026
1024;0.000443;0.000426;0.000401;0.053585;0.377959;0.627233
2048;0.000928;0.000816;0.000574;0.000813;0.256965;1.156966
4096;0.00282;0.001543;0.001155;0.006588;1.15217;0.765208
8192;0.004036;0.002677;0.004284;0.002188;0.436218;1.642387
16384;0.011603;0.006518;0.004512;0.004094;0.353877;0.924807
32768;0.019922;0.011515;0.029964;0.00987;0.219674;0.912711
65536;0.044305;0.028159;0.024944;0.019819;0.341167;1.649406
131072;0.090702;0.057805;0.041658;0.039977;0.032998;0.894294
262144;0.19829;0.109731;0.093656;0.088504;0.062351;0.48642
524288;0.376787;0.25098;0.218372;1.291449;1.220081;1.884608
1048576;0.672248;0.481793;0.47828;1.510724;1.34383;2.514979
2097152;1.755591;1.105311;1.044891;3.853808;3.071798;2.247467
4194304;3.818701;3.096709;4.944039;3.900885;4.331369;2.615095
8388608;12.297953;13.887674;6.367527;5.380024;5.043859;5.944959
16777216;30.452267;19.48683;13.963781;9.506276;10.150505;6.863333
33554432;19.705937;19.59141;19.608737;17.840556;14.131;15.109983
67108864;28.847259;28.847243;28.847245;28.849999;17.413682;10.460325
134217728;37.784519;37.843158;37.843462;37.847521;37.847515;19.93457
