32;1.4e-05;2.7e-05;7.7e-05;0.000223;0.281439;1.896732
64;2.6e-05;5e-05;0.000116;0.000223;0.661706;2.152831
128;5.2e-05;7.8e-05;0.000105;0.000249;0.568314;2.066858
256;0.000104;0.000128;0.000164;0.050988;0.641704;0.848314
512;0.000214;0.000261;0.000238;0.000337;0.4402;1.169935
1024;0.000535;0.000429;0.000608;0.000478;0.402916;1.435606
2048;0.001049;0.000745;0.000954;0.000912;0.259978;1.405999
4096;0.002039;0.001921;0.00138;0.001407;0.738847;1.475102
8192;0.004011;0.00314;0.002773;0.002417;0.775494;0.72984
16384;0.008763;0.007351;0.00629;0.003941;1.305884;1.078492
32768;0.017055;0.013586;0.010247;0.008684;1.020575;0.446368
65536;0.039364;0.027647;0.022587;0.017047;1.020097;1.846189
131072;0.076601;0.048538;0.05184;0.045359;0.640001;1.28028
262144;0.160619;0.124905;0.098808;2.623135;1.252229;0.968843
524288;0.377772;0.23245;0.219958;1.728419;1.070242;1.456382
1048576;0.77837;0.50368;0.400969;2.424554;2.013799;1.876304
2097152;1.552092;1.109869;0.995555;1.931272;4.07444;3.676106
4194304;4.018814;2.61014;3.522391;2.678656;3.201462;3.564845
8388608;14.454133;9.747004;6.513438;5.927851;3.897589;3.519514
16777216;27.511538;15.266386;11.488455;7.720299;8.900016;7.462213
33554432;20.615255;20.570063;20.586324;23.025382;12.376969;10.419978
67108864;29.041584;29.079566;29.07956;29.127386;18.160904;17.383633
134217728;50.358258;50.30865;50.358112;50.357909;50.368101;20.40714
